account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
3/10/2024,40,New York,Consultant,13810,480,41,FALSE,1,0.7337600778127353,FALSE,10302.58192764947,7176.916974955547,4,1,6/17/2017,7/25/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
6/16/2020,27,San Francisco,Other,7345,436,39,FALSE,2,1.9637042147381054,FALSE,13286.193934051966,10998.581684737324,4,2,7/27/2022,10/10/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
2/22/2020,61,Houston,Banker,5389,585,10,TRUE,1,1.1069646621216207,FALSE,83376.93070770282,56973.697743205696,2,0,4/19/2017,2/27/2024,3,FALSE,,FALSE,FALSE,TRUE
3/15/2021,19,Miami,Accountant,22159,500,102,FALSE,4,2.873855679954265,TRUE,25110.53357466932,12102.381681853309,4,2,4/3/2024,4/4/2024,2,TRUE,TRUE,FALSE,FALSE,FALSE
9/28/2024,30,Los Angeles,Other,4677,822,0,FALSE,1,0.7656957207489562,FALSE,21864.17841158574,12544.541289224526,0,0,12/27/2014,11/17/2023,0,FALSE,FALSE,FALSE,FALSE,TRUE
1/4/2021,57,Houston,Retail Worker,11278,326,42,FALSE,2,1.3850309724394707,FALSE,25533.791256000168,15641.698914193585,3,1,2/20/2015,10/19/2024,3,TRUE,FALSE,TRUE,FALSE,FALSE
4/12/2022,19,San Francisco,Accountant,42812,348,114,TRUE,2,2.023369364927137,FALSE,12509.108171800188,4670.646140181788,4,1,2/13/2016,11/13/2023,4,TRUE,,TRUE,FALSE,FALSE
4/28/2024,37,Los Angeles,Consultant,16819,536,37,FALSE,2,2.7606643814328105,TRUE,15597.983041057983,10375.562097389125,2,0,6/19/2019,5/14/2024,2,FALSE,TRUE,TRUE,FALSE,FALSE
9/9/2021,18,San Francisco,Consultant,15200,654,0,FALSE,1,0.9280491336578779,TRUE,30105.707052656664,,0,0,4/18/2023,9/2/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
6/6/2024,54,Dallas,Retail Worker,6451,783,0,FALSE,1,1.950684335339826,FALSE,69638.51084220437,64514.76615,0,0,7/12/2023,1/23/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/24/2020,26,San Francisco,Doctor,95488,345,119,TRUE,5,2.3379406483684497,TRUE,32643.734522323437,15353.937832998843,4,1,2/10/2022,11/27/2023,4,FALSE,TRUE,TRUE,FALSE,TRUE
4/4/2023,34,New York,Consultant,13771,709,0,FALSE,1,1.5769178878707804,FALSE,81622.89545207204,73906.91422843572,0,0,8/30/2021,1/15/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/17/2020,26,Atlanta,Consultant,16231,378,94,TRUE,3,2.731388774535328,TRUE,31751.016974500784,15569.520576097282,3,2,3/5/2019,4/20/2024,4,TRUE,,TRUE,FALSE,FALSE
4/23/2021,28,Miami,Teacher,49432,535,58,TRUE,2,1.849350944839119,TRUE,26452.922420635132,22025.585522180314,1,1,2/4/2024,5/20/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
5/12/2020,32,Houston,Accountant,53811,559,0,FALSE,1,1.1711255953111792,FALSE,13503.778908098893,8656.123977407384,1,0,9/9/2016,1/4/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
5/7/2022,41,Los Angeles,Retail Worker,21248,719,0,TRUE,1,1.2381013322558811,FALSE,70788.58588,53787.20661595537,0,0,10/15/2017,10/26/2023,0,FALSE,,TRUE,FALSE,FALSE
1/26/2020,55,Boston,Retail Worker,12433,553,0,FALSE,1,1.6346560348933674,FALSE,53002.750380238416,32445.878410456087,2,0,2/15/2016,3/23/2024,2,FALSE,FALSE,TRUE,TRUE,FALSE
6/8/2021,72,Los Angeles,Other,6303,618,0,FALSE,1,1.3073763162844758,FALSE,72735.72385655317,57233.19,0,0,7/14/2022,11/22/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/10/2022,52,Chicago,Banker,8059,670,0,FALSE,1,0.8711703116785412,FALSE,76823.33464490242,60700.88236244436,0,0,2/11/2019,11/2/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
3/19/2022,47,Seattle,Consultant,13252,502,0,FALSE,1,1.0723850258292764,TRUE,58458.14486045929,,1,0,1/14/2021,5/21/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
8/12/2024,48,New York,Other,4086,820,0,FALSE,1,1.564407032131095,FALSE,82007.13947806005,48976.21379682603,0,0,7/7/2016,2/1/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/24/2024,66,New York,Accountant,43693,823,0,FALSE,1,0.8132420040679301,FALSE,81455.79349852884,,0,0,7/9/2016,4/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/2/2021,22,San Francisco,Other,5243,555,0,FALSE,1,1.0565865010215851,FALSE,40195.68690415849,27021.087463837943,2,0,8/27/2016,9/21/2024,2,FALSE,,FALSE,FALSE,TRUE
8/1/2021,61,Houston,Accountant,59851,619,0,FALSE,1,1.2548938288563256,FALSE,68340.58453904689,46079.16169392733,0,0,6/13/2017,3/13/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
11/12/2020,67,Chicago,Other,7063,494,0,FALSE,1,1.222889396655114,FALSE,90599.84020992818,65734.16756116957,4,1,1/15/2019,8/11/2024,3,FALSE,TRUE,TRUE,FALSE,TRUE
6/5/2024,31,New York,Doctor,93275,397,1,FALSE,2,1.2426963054397444,FALSE,80935.25931851294,,4,2,3/22/2024,6/23/2024,4,FALSE,TRUE,TRUE,FALSE,FALSE
11/9/2022,70,Houston,Other,4542,815,0,FALSE,1,1.5958581916127474,FALSE,37966.873796210864,26478.22158731936,,0,7/15/2021,7/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/7/2021,73,Los Angeles,Doctor,76927,709,0,FALSE,2,1.3265946501551011,FALSE,83932.61065900228,49576.481631761904,0,0,8/12/2019,4/5/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
12/14/2022,28,Dallas,Accountant,31368,683,0,FALSE,1,1.9256392061963834,FALSE,53550.06645,37700.526268361864,0,0,8/9/2016,4/9/2024,0,FALSE,FALSE,TRUE,FALSE,TRUE
1/10/2020,26,Houston,Consultant,16195,464,90,TRUE,8,2.9663096043444916,FALSE,8743.908573905583,3520.5188694555263,,2,6/23/2024,4/5/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
10/13/2020,51,Seattle,Accountant,52310,795,5,TRUE,1,1.0589970574822658,FALSE,83029.14612951498,55214.348545320325,,0,10/31/2019,12/23/2023,4,TRUE,FALSE,FALSE,FALSE,TRUE
8/9/2023,29,Houston,Banker,4105,569,0,TRUE,1,1.1578867126646952,FALSE,86023.16108681123,71541.57705692391,1,0,1/4/2018,3/26/2024,1,FALSE,FALSE,FALSE,FALSE,TRUE
8/25/2023,52,Houston,Accountant,44581,729,0,TRUE,1,0.6749523092601353,FALSE,11193.605790005788,7422.029186044068,0,0,5/2/2018,11/4/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
7/4/2022,52,San Francisco,Consultant,13008,662,0,FALSE,1,1.4438027964498443,FALSE,87845.6471,65330.76712265782,0,0,9/5/2020,2/19/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/19/2021,18,Chicago,Software Developer,62058,746,0,FALSE,1,1.3743316022633696,TRUE,75156.31939045385,70512.25363811401,0,0,3/24/2016,2/24/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/15/2020,57,Seattle,Teacher,30500,766,0,FALSE,1,1.8841848858543653,TRUE,32534.91814502951,27606.95057713719,0,0,4/17/2020,4/6/2024,0,FALSE,,TRUE,FALSE,FALSE
12/29/2022,39,New York,Retail Worker,10865,638,0,FALSE,1,2.2199902801380533,FALSE,96504.63048658165,69265.06736110171,0,0,2/27/2019,1/11/2024,0,FALSE,,FALSE,FALSE,TRUE
10/13/2022,46,Miami,Artist,7032,819,0,FALSE,1,0.8636061456943203,FALSE,79810.16012938507,54753.01268,0,0,8/21/2018,9/10/2024,0,TRUE,,TRUE,FALSE,FALSE
1/1/2020,25,Atlanta,Teacher,46936,668,0,FALSE,1,1.1305818928300724,FALSE,61656.40285297064,41945.78978277494,0,0,9/23/2017,8/23/2024,4,TRUE,FALSE,FALSE,TRUE,TRUE
7/6/2022,28,Chicago,Accountant,22567,364,117,FALSE,3,2.7475046648217383,FALSE,29872.820947296128,11227.648689804591,4,2,1/22/2019,3/6/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
9/18/2020,58,Dallas,Accountant,57388,733,0,FALSE,1,0.9071724174238657,FALSE,23749.321077983823,13670.408266878521,0,0,11/23/2018,6/13/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/2/2023,54,Miami,Teacher,35437,599,0,FALSE,1,1.8627246984789856,FALSE,104369.72938877171,78365.50403,1,1,2/2/2018,2/20/2024,3,FALSE,FALSE,TRUE,FALSE,TRUE
6/25/2020,31,Chicago,Banker,3831,726,0,FALSE,1,1.1085568058452397,FALSE,68578.09299,54286.975390000276,0,0,12/20/2018,4/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/22/2021,47,Los Angeles,Other,7003,340,90,TRUE,2,1.4205658576226636,FALSE,47460.227344297724,20924.861909047195,3,2,4/2/2017,9/25/2024,4,FALSE,TRUE,TRUE,FALSE,TRUE
11/6/2020,52,New York,Retail Worker,21133,630,5,FALSE,1,1.2831174263919107,FALSE,31939.370258719708,21798.59865500425,0,0,10/30/2020,8/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/12/2021,38,Chicago,Banker,3415,709,0,FALSE,1,1.800516170563292,FALSE,49367.60271763595,43602.63414,0,0,1/28/2024,12/26/2023,0,FALSE,FALSE,FALSE,FALSE,TRUE
1/25/2022,54,New York,Banker,4493,408,105,TRUE,4,2.247195427701335,FALSE,5248.282843674725,2386.2589888772836,4,2,1/18/2023,3/3/2024,4,TRUE,,FALSE,TRUE,FALSE
3/13/2023,22,San Francisco,Accountant,20971,555,0,FALSE,1,0.8661581648400367,TRUE,87144.43683121298,,1,1,5/19/2020,3/30/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
12/25/2019,36,Houston,Consultant,14933,776,0,FALSE,1,1.9125360650333774,TRUE,89275.32022860288,80281.32872577774,0,0,8/2/2015,8/13/2024,0,FALSE,FALSE,TRUE,FALSE,TRUE
8/22/2024,31,Seattle,Accountant,36310,685,0,FALSE,1,1.1879040997400918,FALSE,47259.778500923625,37167.29754139175,0,0,3/19/2022,2/8/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
1/5/2022,43,Miami,Banker,8071,511,0,FALSE,1,1.0420780592664052,FALSE,30145.934704166084,22119.364192273377,1,1,5/13/2019,4/28/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
12/27/2019,21,New York,Engineer,86820,695,0,FALSE,1,1.3080228946663712,FALSE,52569.14690728532,46070.73008185593,0,0,3/3/2022,6/21/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
3/23/2024,42,Atlanta,Banker,6231,790,17,FALSE,1,0.9122585281766539,FALSE,64212.38044280666,,0,0,10/5/2020,12/21/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/25/2023,62,Miami,Banker,9688,729,0,FALSE,1,0.9549713022947487,FALSE,47933.09803428244,36266.081646507235,0,0,8/19/2019,4/6/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/13/2021,59,New York,Teacher,16629,566,15,FALSE,1,1.2671991815699208,FALSE,62602.46021268405,48316.27903613694,1,1,8/25/2019,8/27/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
10/5/2023,42,Chicago,Accountant,27037,532,0,FALSE,1,2.154808587581954,FALSE,40204.730346919125,26411.374533513834,2,1,3/10/2019,5/14/2024,2,FALSE,,TRUE,FALSE,FALSE
1/23/2024,35,Atlanta,Banker,9777,504,0,FALSE,1,1.5410689331108944,FALSE,15913.115268186459,10378.309988288114,2,0,10/31/2019,10/8/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
10/9/2024,57,Dallas,Accountant,51660,654,0,TRUE,1,2.0689941717172147,FALSE,21178.759176004198,20574.857208758986,,0,7/16/2021,10/25/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
4/4/2024,25,Los Angeles,Banker,8379,819,0,FALSE,1,1.853981461,FALSE,12902.985188322411,10586.210296991787,0,0,9/3/2017,8/31/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/6/2023,56,Los Angeles,Other,4463,579,0,FALSE,1,0.8019793954719433,FALSE,19142.747248093117,13641.167419597505,,0,2/17/2024,6/2/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
6/22/2024,57,Boston,Consultant,16578,796,0,FALSE,1,1.4749274416705744,TRUE,100627.99984786088,64096.97372305507,0,0,7/28/2022,5/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/5/2021,31,Boston,Banker,9419,514,0,FALSE,1,1.536909631019749,FALSE,18418.931023997422,16222.541470235778,1,1,12/14/2020,8/26/2024,2,FALSE,,TRUE,TRUE,FALSE
1/14/2021,49,San Francisco,Consultant,15445,654,112,TRUE,1,1.6940726146394312,TRUE,24529.30712598406,7668.377252792502,4,1,9/12/2015,2/21/2024,0,TRUE,FALSE,FALSE,TRUE,FALSE
10/3/2021,68,Dallas,Other,4303,644,0,FALSE,1,1.0615913994113506,FALSE,98796.11728375817,63997.93166181632,0,0,7/23/2019,5/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/10/2022,55,Seattle,Artist,12252,730,0,FALSE,1,1.2708408360939945,FALSE,61612.768226210566,47835.78804154575,0,0,11/8/2020,7/21/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
9/21/2021,50,Los Angeles,Artist,22995,382,0,FALSE,1,1.4648593701328028,FALSE,66001.49575331165,60299.74873710456,3,2,4/4/2024,6/8/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
6/29/2021,40,Boston,Accountant,45827,931,0,FALSE,1,1.5523884593700161,FALSE,33329.477033372525,23526.486650309635,2,0,6/3/2024,3/28/2024,1,FALSE,,FALSE,FALSE,FALSE
3/9/2024,32,Dallas,Other,2534,733,7,FALSE,1,1.7079535052397306,FALSE,90153.19311070141,60960.865367832404,0,0,9/16/2024,8/12/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
10/26/2023,50,Houston,Banker,2851,,118,TRUE,8,1.1342398772652915,FALSE,16494.392728536917,5623.181668313781,3,1,7/28/2015,4/14/2024,2,TRUE,FALSE,TRUE,FALSE,FALSE
11/6/2019,42,Seattle,Teacher,27574,460,107,TRUE,7,1.7479839069820087,TRUE,26053.876737162667,,4,1,11/11/2021,4/21/2024,4,FALSE,TRUE,TRUE,FALSE,FALSE
5/18/2021,34,New York,Other,6106,383,53,TRUE,2,0.5743016087087027,FALSE,53050.96926977364,33359.05568078537,4,2,4/12/2024,10/15/2024,4,FALSE,TRUE,TRUE,FALSE,TRUE
3/27/2023,50,Dallas,Other,21872,698,22,FALSE,1,1.4011923771369086,FALSE,54827.06626,41763.60854969412,0,0,6/20/2015,1/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/6/2022,64,Miami,Teacher,15845,750,0,TRUE,1,1.5458001827351895,FALSE,80930.64591279431,47653.05713203922,0,0,5/26/2016,3/19/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
3/30/2020,72,Boston,Banker,7328,708,0,FALSE,1,1.2797646867606816,FALSE,40818.196133864985,33708.15540589039,0,0,3/17/2024,8/25/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/20/2021,19,New York,Accountant,38257,693,15,FALSE,1,1.5532011635624299,FALSE,62315.54473567649,55935.061334656246,0,0,5/14/2017,9/26/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE
1/11/2023,31,New York,Other,3633,615,59,FALSE,1,1.3782073648922248,TRUE,49554.168358415736,42045.88867036354,,0,10/29/2021,3/26/2024,0,TRUE,FALSE,TRUE,FALSE,TRUE
1/16/2022,70,Boston,Doctor,89460,520,0,FALSE,2,1.009765471291384,FALSE,67251.34360322624,45496.96045657747,1,0,5/1/2021,1/12/2024,2,FALSE,FALSE,TRUE,FALSE,FALSE
2/7/2022,57,Atlanta,Other,2094,631,0,FALSE,1,2.290585113393882,FALSE,56898.48887545133,34126.29251458197,0,0,2/8/2019,3/22/2024,0,FALSE,,FALSE,FALSE,FALSE
1/27/2023,57,Atlanta,Banker,6259,780,0,FALSE,1,0.8674571070628718,FALSE,77455.99163801313,44590.39035479785,0,0,5/31/2019,6/29/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
11/26/2023,68,Los Angeles,Teacher,56181,747,0,FALSE,1,2.052936263454686,FALSE,89700.40319262006,70855.54901638976,,0,2/20/2024,3/17/2024,0,FALSE,FALSE,TRUE,FALSE,TRUE
6/13/2020,56,Boston,Other,3106,811,0,FALSE,1,0.8383180535023286,FALSE,74571.41294,54410.70199354062,0,0,1/31/2019,8/21/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/23/2024,68,Boston,Banker,6943,,0,TRUE,1,1.6392155740131082,FALSE,72813.35458277927,57871.22913483687,0,0,5/8/2024,5/20/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/25/2021,23,Los Angeles,Retail Worker,10341,651,0,FALSE,1,1.5864894225374688,FALSE,37443.70831791544,23345.507561930957,0,0,6/28/2016,3/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/9/2022,23,Los Angeles,Artist,20169,624,0,FALSE,1,1.4399744762347857,TRUE,72880.83891292165,54082.23270382182,0,0,5/26/2022,10/16/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
5/1/2021,20,San Francisco,Other,6775,561,19,FALSE,1,1.7093234039892413,FALSE,13682.924289593893,10059.605017467804,2,1,5/3/2023,3/31/2024,2,FALSE,,FALSE,FALSE,FALSE
6/21/2020,24,Seattle,Retail Worker,22010,639,0,FALSE,1,1.2339836207376138,FALSE,54979.70374467298,38408.497436355625,0,0,1/13/2019,1/25/2024,0,FALSE,,TRUE,FALSE,TRUE
6/23/2021,68,Chicago,Doctor,98550,778,0,FALSE,1,1.3882914217441267,FALSE,64416.076844754396,60587.688286890705,0,0,5/18/2019,8/9/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/16/2020,25,Los Angeles,Teacher,21911,515,0,FALSE,1,0.9936286052401344,FALSE,78874.91403776548,69523.68532914463,2,1,8/2/2016,3/28/2024,1,TRUE,FALSE,FALSE,FALSE,FALSE
4/13/2021,59,Chicago,Retail Worker,17367,674,0,FALSE,1,0.7755751384677986,FALSE,17551.55278872105,10782.014037606972,,0,2/22/2021,10/29/2023,0,TRUE,FALSE,FALSE,FALSE,TRUE
9/18/2023,69,Miami,Consultant,16123,612,0,FALSE,1,1.494652248,FALSE,72156.79957309917,53661.53861918978,0,0,5/29/2021,10/11/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
8/24/2022,32,Seattle,Artist,10212,488,115,TRUE,5,1.6066067486614142,TRUE,41528.82199925616,10431.301353944984,4,2,4/29/2018,8/7/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
5/5/2024,64,Seattle,Software Developer,53536,733,0,FALSE,1,1.3486307533836346,FALSE,61625.40095149504,41927.34489243712,0,0,6/20/2024,2/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/30/2023,46,Dallas,Teacher,28010,749,0,TRUE,1,1.4282774753204002,FALSE,82640.54999882483,51042.67544498559,0,0,9/3/2015,7/6/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/19/2021,50,San Francisco,Accountant,37289,701,0,FALSE,1,1.4530985436287813,FALSE,91335.99227536628,72137.78190132984,0,0,5/13/2016,7/29/2024,3,FALSE,FALSE,TRUE,FALSE,FALSE
4/21/2020,69,Atlanta,Other,6621,721,0,FALSE,1,2.9910673520050595,FALSE,81029.43209267019,71361.10253012957,0,0,5/5/2021,4/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/29/2023,47,Miami,Artist,53160,647,0,FALSE,1,1.5860458040026817,FALSE,25453.261259215313,21930.685912349196,0,0,3/24/2020,7/6/2024,0,FALSE,,FALSE,FALSE,FALSE
11/6/2020,56,Dallas,Other,6908,774,0,FALSE,1,1.8246264625300799,FALSE,65523.68948213418,46072.07781964852,0,0,5/18/2023,5/7/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/24/2023,44,Houston,Artist,13061,740,0,FALSE,1,1.2404670165708052,FALSE,69751.64178993533,48776.217574219714,0,0,9/30/2021,11/16/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE
4/4/2022,53,Boston,Doctor,57045,503,0,FALSE,1,2.050605942692446,FALSE,88705.3591,61840.57051918464,1,1,8/25/2024,8/8/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
11/16/2019,46,Dallas,Other,5210,379,0,FALSE,1,1.9400041345615524,FALSE,79635.92113248236,52984.885553572836,3,2,10/28/2016,6/10/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE
1/7/2024,55,Seattle,Artist,23759,369,0,FALSE,1,0.8192397934350615,FALSE,38758.20035969228,28664.798149077862,4,2,10/2/2022,5/22/2024,4,FALSE,TRUE,TRUE,FALSE,FALSE
9/25/2020,74,Atlanta,Consultant,15068,744,27,TRUE,1,1.1352180258572009,FALSE,60315.127987472944,44159.20096,,0,9/11/2016,12/7/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/30/2023,50,Los Angeles,Software Developer,4127,569,0,FALSE,1,1.2290305964897292,FALSE,16188.022930166935,10278.986438950222,1,0,4/28/2015,4/5/2024,3,TRUE,,FALSE,FALSE,TRUE
8/1/2020,54,Seattle,Teacher,16946,819,0,TRUE,1,1.1285828191110234,FALSE,21483.004164175756,14935.787998962638,0,0,2/4/2015,8/17/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/28/2022,44,Chicago,Teacher,30948,711,0,FALSE,1,0.8496641317808159,FALSE,80618.81703247518,60034.10957859017,0,0,1/10/2022,6/17/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/3/2023,72,Miami,Consultant,14109,483,0,FALSE,1,1.4695295493926843,FALSE,22701.401387442973,16926.435173989554,3,1,3/24/2017,5/17/2024,3,TRUE,TRUE,FALSE,TRUE,FALSE
5/18/2024,50,Atlanta,Retail Worker,10552,635,0,FALSE,2,1.2474634485379383,FALSE,18927.204851508894,,0,0,9/25/2018,7/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/25/2020,21,Boston,Doctor,52985,765,0,TRUE,1,1.4256185470221274,FALSE,89541.80456009114,57048.99536867975,0,0,8/17/2023,9/29/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
10/24/2020,39,Houston,Teacher,24288,743,0,FALSE,1,1.7863916409879201,FALSE,27959.50535727182,18878.71183516616,,0,3/31/2018,8/14/2024,0,FALSE,,FALSE,FALSE,FALSE
6/30/2020,19,Atlanta,Engineer,85540,721,0,TRUE,1,0.9876475376145992,FALSE,30043.245786390307,26063.443314482338,0,0,9/28/2022,5/11/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
9/24/2023,27,San Francisco,Consultant,14145,706,0,FALSE,1,0.9089113206958354,FALSE,66118.73475883395,56490.45088180019,0,0,9/22/2016,7/13/2024,3,FALSE,FALSE,TRUE,FALSE,TRUE
2/24/2022,22,Boston,Teacher,56919,742,0,FALSE,1,0.7199788908879835,FALSE,50690.387198392586,44728.13192653353,0,0,6/21/2022,7/22/2024,0,FALSE,TRUE,TRUE,FALSE,FALSE
7/25/2021,27,Atlanta,Doctor,20231,457,0,FALSE,1,1.0295945167412814,FALSE,70758.91498147008,49249.49805669165,3,1,11/15/2016,12/1/2023,4,FALSE,TRUE,TRUE,FALSE,FALSE
6/1/2024,50,Atlanta,Banker,2054,798,0,FALSE,1,1.1402143735332286,FALSE,57751.20985675959,34078.26493734184,0,0,11/12/2023,8/30/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/17/2024,71,Los Angeles,Accountant,53885,763,0,FALSE,1,0.892548388,TRUE,58649.11769580772,48192.980385476294,0,0,11/5/2019,3/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/23/2022,55,San Francisco,Teacher,22489,734,0,FALSE,1,0.9899023491689865,TRUE,18349.237945016004,12326.791278529168,0,0,11/3/2017,8/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/16/2020,30,Atlanta,Consultant,16217,620,0,FALSE,1,0.7658028776536399,TRUE,40660.2789,25236.57114283515,0,0,10/11/2022,1/18/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
7/26/2022,48,San Francisco,Software Developer,86615,784,0,FALSE,1,1.0991471826451449,FALSE,89928.91823055616,73871.56783619458,0,0,5/12/2022,3/19/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/28/2020,64,Boston,Consultant,15649,631,64,FALSE,2,1.800582096618488,FALSE,16838.93330610534,11462.53315168646,2,1,11/11/2015,5/29/2024,0,TRUE,FALSE,TRUE,FALSE,FALSE
4/20/2020,53,San Francisco,Other,3775,660,0,FALSE,2,0.8747754243257005,FALSE,90877.99355029635,76378.19219,0,0,10/11/2019,2/10/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/22/2023,62,Chicago,Accountant,48384,466,103,TRUE,1,0.8475027398973607,TRUE,45506.67953870928,15843.012582612475,3,1,1/7/2022,9/30/2024,4,TRUE,TRUE,FALSE,FALSE,FALSE
2/19/2023,41,Boston,Banker,5835,516,114,FALSE,2,1.598521523899256,TRUE,5341.257808911292,2136.877921714506,3,1,12/4/2021,8/19/2024,2,TRUE,TRUE,FALSE,TRUE,FALSE
7/22/2022,69,Los Angeles,Artist,15834,650,18,FALSE,1,1.5914190305061473,FALSE,13346.432884941973,8801.927278,0,0,4/23/2017,10/10/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/9/2020,73,Los Angeles,Accountant,47857,434,110,TRUE,6,1.9434169511266781,TRUE,14936.451922979943,6056.423066686967,,1,11/9/2023,4/17/2024,3,TRUE,,TRUE,FALSE,FALSE
9/29/2022,32,Los Angeles,Other,9107,805,0,FALSE,1,1.294892945669866,FALSE,45457.88351403157,34948.130105182434,0,0,7/26/2024,2/17/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
2/17/2022,46,Los Angeles,Other,5818,624,0,FALSE,1,1.925867520889323,FALSE,33872.20432504262,21639.289255815653,0,0,5/23/2024,6/5/2024,4,FALSE,,FALSE,FALSE,TRUE
10/30/2020,25,Atlanta,Accountant,36263,395,92,TRUE,2,1.5295580044483907,TRUE,15036.680652214398,5657.445512672982,4,2,1/18/2015,12/13/2023,3,TRUE,FALSE,FALSE,FALSE,TRUE
7/1/2020,22,Los Angeles,Banker,8170,824,0,FALSE,1,1.1824347439133347,FALSE,71013.88916444416,36608.34015074993,0,0,3/22/2020,3/1/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
5/27/2024,46,San Francisco,Other,9602,562,0,FALSE,1,0.987566788,FALSE,24833.043604520204,23480.029568413374,2,1,9/17/2020,4/20/2024,1,TRUE,FALSE,FALSE,FALSE,FALSE
11/7/2020,64,Chicago,Other,2774,455,102,TRUE,10,1.767270832,TRUE,40601.380519427716,16304.432885965152,4,2,5/16/2018,9/19/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
